81306 1768149
893 3582 0.001361
893 4271 0.033333
893 4317 0.026316
893 38427 0.111111
893 42051 0.047619
893 42052 0.076923
893 42053 0.027778
893 42054 0.040000
893 42056 0.043478
893 42057 0.083333
893 42058 0.100000
893 42060 0.333333
894 880 0.000525
894 885 0.012048
894 895 0.071429
894 896 0.001185
894 898 0.028571
894 4309 0.018868
894 9797 0.012500
894 27560 0.004975
894 27565 0.031250
894 27571 0.003322
894 28483 0.010204
894 29082 0.037037
894 29090 0.012821
894 34922 0.100000
894 36475 0.022727
894 38265 0.090909
894 38277 0.031250
894 38291 0.111111
894 38292 0.066667
894 44538 0.333333
894 44552 0.200000
894 44560 0.333333
894 44567 0.250000
896 562 0.005495
896 627 0.003413
896 880 0.000525
896 887 0.015152
896 893 0.029412
896 894 0.040000
896 1142 0.001374
896 1328 0.001119
896 1422 0.000984
896 1812 0.004329
896 2413 0.000843
896 4297 0.003268
896 4352 0.004274
896 6172 0.006897
896 6177 0.003367
896 7872 0.002506
896 9726 0.008475
896 9791 0.111111
896 9797 0.012500
896 9869 0.009346
896 9900 0.050000
896 9926 0.007634
896 14260 0.003774
896 16263 0.012658
896 16265 0.034483
896 19627 0.047619
896 21463 0.004132
896 21658 0.002571
896 21909 0.012821
896 28479 0.035714
896 28483 0.010204
896 28500 0.022727
896 33231 0.031250
896 33825 0.090909
896 37088 0.041667
896 37281 0.035714
896 38285 0.030303
896 38314 0.500000
896 67724 0.028571
896 73174 0.076923
896 76047 0.032258
897 872 0.024390
897 883 0.002740
897 888 0.166667
897 914 0.008772
897 4117 0.006897
897 4358 0.004739
898 437 0.000911
898 865 0.047619
898 867 0.047619
898 869 0.024390
898 875 0.007874
898 880 0.000525
898 885 0.012048
898 894 0.040000
898 895 0.071429
898 896 0.001185
898 907 0.090909
898 937 0.001859
898 1435 0.002924
898 4309 0.018868
898 9815 0.006135
898 9822 0.008065
898 29090 0.012821
898 37122 0.055556
898 38262 0.040000
898 38266 0.076923
898 38271 0.071429
898 38275 0.076923
898 38276 0.066667
898 38281 0.071429
898 38285 0.030303
898 38293 0.142857
898 38298 0.250000
898 38309 0.076923
899 678 0.001828
899 896 0.001185
899 900 0.000944
899 910 0.010638
899 1396 0.001992
899 1432 0.001495
899 3270 0.000812
899 4347 0.009091
899 4390 0.005376
899 4407 0.009174
899 16302 0.032258
899 29113 0.016667
899 55042 0.066667
900 316 0.001410
900 318 0.002041
900 322 0.001957
900 324 0.009524
900 325 0.002045
900 326 0.000933
900 331 0.003584
900 548 0.000469
900 627 0.003413
900 665 0.004032
900 678 0.001828
900 875 0.007874
900 899 0.008547
900 1303 0.000709
900 1369 0.004405
900 1396 0.001992
900 1423 0.001931
900 1432 0.001495
900 1434 0.004975
900 1435 0.002924
900 1664 0.002132
900 1751 0.001174
900 2310 0.002695
900 2599 0.001333
900 2602 0.003704
900 2637 0.003509
900 2725 0.008772
900 3270 0.000812
900 3465 0.001359
900 3582 0.001361
900 3665 0.003030
900 3704 0.002519
900 4196 0.006024
900 4359 0.011765
900 4364 0.009174
900 4390 0.005376
900 6761 0.001595
900 8638 0.003195
900 8642 0.007576
900 8711 0.002801
900 8785 0.000935
900 19107 0.004630
900 23480 0.004016
900 24031 0.004405
900 24051 0.012821
900 24247 0.003106
900 27543 0.022222
900 27556 0.007463
900 35493 0.021739
900 35507 0.037037
900 36460 0.083333
900 36479 0.250000
900 38267 0.040000
900 51999 0.066667
900 52005 0.058824
900 52025 0.083333
900 60849 0.058824
901 322 0.001957
901 326 0.000933
901 548 0.000469
901 603 0.001473
901 678 0.001828
901 866 0.007752
901 883 0.002740
901 900 0.000944
901 910 0.010638
901 913 0.008333
901 1396 0.001992
901 1422 0.000984
901 1423 0.001931
901 1432 0.001495
901 1434 0.004975
901 2599 0.001333
901 2725 0.008772
901 3582 0.001361
901 3704 0.002519
901 4309 0.018868
901 4344 0.003268
901 4345 0.003115
901 4346 0.004587
901 4367 0.005682
901 4390 0.005376
901 27543 0.022222
901 28455 0.005376
901 29071 0.010753
901 29090 0.012821
901 36446 0.023256
901 55042 0.066667
902 1550 0.000378
902 2836 0.006944
902 3341 0.000890
902 4131 0.001174
902 4640 0.004525
902 4874 0.007042
902 6906 0.001333
902 9631 0.062500
902 11059 0.002646
902 12018 0.003846
902 12373 0.005319
902 16694 0.013889
902 16961 0.007634
902 17877 0.005181
902 19664 0.026316
902 20081 0.010000
902 20087 0.010526
902 20597 0.002475
902 21932 0.076923
902 23974 0.047619
902 23987 0.005025
902 26570 0.090909
902 35076 0.142857
902 36116 0.020000
902 38724 0.043478
902 41346 0.010101
902 42502 0.006536
902 50023 0.037037
902 51314 0.250000
902 54038 0.058824
902 65678 0.111111
903 867 0.047619
903 880 0.000525
903 887 0.015152
903 1151 0.001045
903 4267 0.008197
903 4309 0.018868
903 4312 0.014706
904 867 0.047619
904 869 0.024390
904 874 0.071429
904 880 0.000525
904 893 0.029412
904 895 0.071429
904 1151 0.001045
904 4267 0.008197
904 42053 0.027778
904 69231 0.142857
905 861 0.017544
905 866 0.007752
905 877 0.006757
905 879 0.018519
905 887 0.015152
905 911 0.200000
905 922 0.166667
905 923 0.125000
905 1726 0.000965
905 4266 0.016667
905 4267 0.008197
905 4305 0.008333
905 4309 0.018868
905 4390 0.005376
905 5588 0.004255
905 19950 0.012987
906 861 0.017544
906 863 0.006024
906 868 0.014706
906 877 0.006757
906 887 0.015152
906 893 0.029412
906 42053 0.027778
907 678 0.001828
907 861 0.017544
907 862 0.023256
907 863 0.006024
907 866 0.007752
907 868 0.014706
907 873 0.023256
907 875 0.007874
907 880 0.000525
907 885 0.012048
907 887 0.015152
907 889 0.035714
907 893 0.029412
907 896 0.001185
907 898 0.028571
907 900 0.000944
907 902 0.001098
907 912 0.028571
907 925 0.017544
907 1369 0.004405
907 1422 0.000984
907 1423 0.001931
907 1432 0.001495
907 4309 0.018868
907 4390 0.005376
907 4409 0.004808
907 9815 0.006135
907 9822 0.008065
907 27544 0.021739
907 28477 0.015385
907 29090 0.012821
907 36459 0.043478
907 38262 0.040000
907 38267 0.040000
907 38285 0.030303
907 38295 0.142857
908 872 0.024390
908 883 0.002740
908 888 0.166667
908 890 0.100000
908 914 0.008772
908 918 0.014085
908 43594 0.076923
909 861 0.017544
909 862 0.023256
909 863 0.006024
909 869 0.024390
909 873 0.023256
909 880 0.000525
909 889 0.035714
909 893 0.029412
909 896 0.001185
909 916 0.083333
909 3209 0.001748
909 4312 0.014706
909 4317 0.026316
910 4346 0.004587
910 4367 0.005682
910 4381 0.007937
910 27569 0.009434
911 861 0.017544
911 866 0.007752
911 878 0.250000
911 886 0.100000
911 887 0.015152
911 905 0.058824
911 915 0.125000
911 919 0.500000
911 922 0.166667
913 316 0.001410
913 548 0.000469
913 678 0.001828
913 866 0.007752
913 876 0.017241
913 880 0.000525
913 900 0.000944
913 901 0.023810
913 910 0.010638
913 935 0.500000
913 1422 0.000984
913 1423 0.001931
913 1432 0.001495
913 1434 0.004975
913 1435 0.002924
913 1739 0.000713
913 1751 0.001174
913 2517 0.002959
913 2604 0.002053
913 2637 0.003509
913 2674 0.002591
913 2687 0.003731
913 3663 0.005988
913 3704 0.002519
913 4230 0.011494
913 4301 0.013514
913 4304 0.166667
913 4313 0.047619
913 4332 0.005988
913 4344 0.003268
913 4345 0.003115
913 4346 0.004587
913 4352 0.004274
913 4354 0.045455
913 4367 0.005682
913 4381 0.007937
913 4390 0.005376
913 8605 0.005236
913 9699 0.003311
913 9768 0.005714
913 16264 0.004367
913 22743 0.017857
913 24031 0.004405
913 24188 0.008000
913 27542 0.034483
913 27543 0.022222
913 27545 0.027778
913 27547 0.013333
913 27559 0.020000
913 27560 0.004975
913 27571 0.003322
913 27576 0.010204
913 27602 0.009901
913 27999 0.038462
913 28455 0.005376
913 28473 0.016393
913 29077 0.076923
913 29078 0.006329
913 29084 0.005291
913 36442 0.010526
913 36451 0.014706
913 36463 0.025641
913 55048 0.066667
914 451 0.001754
914 872 0.024390
914 883 0.002740
914 888 0.166667
914 897 0.066667
914 908 0.025000
914 918 0.014085
914 938 0.001653
914 1142 0.001374
914 1168 0.001919
914 1214 0.001164
914 1740 0.001901
914 2633 0.003205
914 2853 0.003968
914 3805 0.008475
914 4357 0.035714
914 4358 0.004739
914 5588 0.004255
914 6169 0.003135
914 6216 0.003344
914 6217 0.002358
914 15226 0.020408
914 28505 0.019608
914 35289 0.012048
914 36789 0.011628
915 861 0.017544
915 866 0.007752
915 879 0.018519
915 887 0.015152
915 1643 0.000657
915 4309 0.018868
915 4313 0.047619
915 4315 0.006369
916 868 0.014706
916 869 0.024390
916 870 0.035714
916 873 0.023256
916 877 0.006757
916 880 0.000525
916 882 0.040000
916 887 0.015152
916 896 0.001185
916 912 0.028571
916 925 0.017544
916 4271 0.033333
916 4317 0.026316
916 42054 0.040000
916 42065 0.111111
917 683 0.000629
917 902 0.001098
917 1274 0.001669
917 1752 0.000986
917 2342 0.001203
917 2413 0.000843
917 2504 0.003300
917 2836 0.006944
917 2860 0.018868
917 3465 0.001359
917 3687 0.001435
917 4131 0.001174
917 4166 0.018182
917 5500 0.015625
917 6306 0.142857
917 15777 0.055556
917 16530 0.004651
917 21280 0.035714
917 21645 0.045455
917 24104 0.055556
917 24110 0.026316
917 46708 0.041667
917 49119 0.058824
917 54068 0.500000
917 56834 0.076923
917 56861 0.100000
917 56871 0.142857
917 56878 0.125000
917 56881 0.125000
917 56889 0.166667
917 61012 0.111111
917 74154 0.250000
917 74183 0.500000
918 872 0.024390
918 888 0.166667
918 908 0.025000
918 914 0.008772
918 2630 0.000919
918 4358 0.004739
918 9365 0.034483
918 15120 0.015625
918 28505 0.019608
918 32501 0.043478
918 32537 0.011628
920 921 0.200000
920 930 0.333333
921 926 0.024390
922 861 0.017544
922 866 0.007752
922 883 0.002740
922 887 0.015152
922 905 0.058824
922 911 0.200000
922 4267 0.008197
922 4309 0.018868
923 861 0.017544
923 866 0.007752
923 887 0.015152
923 905 0.058824
923 1356 0.003448
923 1380 0.008130
923 1480 0.008403
923 4267 0.008197
923 4276 0.033333
923 4278 0.022727
923 4292 0.005495
923 4298 0.024390
923 4303 0.005618
923 4309 0.018868
924 880 0.000525
924 883 0.002740
924 896 0.001185
924 914 0.008772
925 9809 0.008130
926 902 0.001098
926 920 0.333333
926 921 0.200000
926 930 0.333333
926 2468 0.012821
926 2475 0.000857
926 2483 0.037037
926 2493 0.002591
926 2511 0.035714
926 7177 0.005848
926 8102 0.020000
926 8304 0.012658
926 8351 0.016667
926 9805 0.035714
926 9902 0.020833
926 20259 0.003215
926 20361 0.025000
926 21771 0.007463
926 21782 0.005376
926 21786 0.008130
926 21792 0.011628
926 21823 0.009434
926 21836 0.006211
926 23348 0.012048
926 23378 0.034483
926 31991 0.015873
926 32995 0.012346
926 32998 0.013514
926 35617 0.016129
926 36159 0.025000
926 36160 0.010000
926 36161 0.010753
926 36165 0.038462
926 36166 0.009009
926 36167 0.035714
926 36169 0.030303
926 36180 0.023810
926 36181 0.012195
926 36182 0.040000
926 36187 0.025000
926 36188 0.007874
926 36196 0.008403
926 36199 0.026316
926 36202 0.038462
926 36204 0.024390
926 36206 0.038462
926 36208 0.031250
926 36213 0.027778
926 36217 0.008130
926 36218 0.014706
926 36219 0.027027
926 36224 0.026316
926 36226 0.040000
926 36228 0.005208
926 36232 0.027027
926 36241 0.023810
926 36246 0.027027
926 36247 0.031250
926 36249 0.011765
926 36251 0.015152
926 36252 0.027778
926 36255 0.025641
926 36256 0.032258
926 36261 0.029412
926 36263 0.019231
926 36267 0.033333
926 36274 0.055556
926 36278 0.017241
926 36281 0.033333
926 36288 0.038462
926 36289 0.038462
926 50176 0.015873
926 62288 0.021277
926 62293 0.018519
926 62295 0.028571
926 62300 0.035714
926 62301 0.020833
926 62302 0.027027
926 62305 0.022222
926 62323 0.020408
926 62329 0.020408
926 62346 0.033333
926 62355 0.022222
926 62356 0.032258
927 928 0.333333
929 1758 0.000296
929 4305 0.008333
930 920 0.333333
930 921 0.200000
930 926 0.024390
931 891 0.333333
931 892 0.333333
931 936 0.034483
931 939 0.333333
932 276 0.000786
932 305 0.004566
932 449 0.001502
932 459 0.018182
932 502 0.001087
932 505 0.001488
932 572 0.000613
932 671 0.007519
932 719 0.001718
932 918 0.014085
932 1045 0.002457
932 1195 0.020408
932 1253 0.005495
932 1366 0.004545
932 1475 0.031250
932 1483 0.035714
932 1487 0.004367
932 1493 0.045455
932 1499 0.006667
932 1548 0.003106
932 1550 0.000378
932 1553 0.002924
932 1565 0.001789
932 1617 0.002959
932 1632 0.001261
932 1709 0.001873
932 1711 0.001125
932 1714 0.013699
932 1718 0.003344
932 1726 0.000965
932 1734 0.002079
932 1739 0.000713
932 1749 0.003356
932 1758 0.000296
932 1771 0.001276
932 1798 0.002755
932 1812 0.004329
932 1813 0.005236
932 2276 0.001230
932 2304 0.027027
932 2310 0.002695
932 2342 0.001203
932 2459 0.001272
932 2515 0.001357
932 2774 0.000835
932 3127 0.003846
932 3209 0.001748
932 3270 0.000812
932 3574 0.001931
932 3804 0.008696
932 4163 0.007634
932 4733 0.001370
932 4919 0.002907
932 5178 0.005208
932 5190 0.000797
932 5203 0.008772
932 5210 0.002016
932 5247 0.003077
932 6377 0.012048
932 7180 0.004950
932 7691 0.011236
932 7764 0.003788
932 7921 0.029412
932 8358 0.041667
932 8697 0.004762
932 8711 0.002801
932 9240 0.066667
932 9313 0.032258
932 10433 0.023256
932 10752 0.004878
932 10811 0.003891
932 10948 0.005587
932 12865 0.002273
932 12880 0.002907
932 13155 0.010638
932 13177 0.005747
932 13185 0.008264
932 13188 0.007353
932 13195 0.076923
932 13359 0.012500
932 14738 0.020408
932 14739 0.038462
932 14756 0.017241
932 14790 0.032258
932 14830 0.008621
932 14851 0.083333
932 14852 0.017241
932 14865 0.019608
932 14888 0.166667
932 15149 0.007407
932 15201 0.016667
932 15312 0.058824
932 15511 0.047619
932 15732 0.012987
932 17433 0.006849
932 18575 0.125000
932 19129 0.027027
932 19145 0.333333
932 19171 0.142857
932 19174 0.083333
932 19198 0.050000
932 19210 0.166667
932 19216 0.166667
932 19244 0.004545
932 20532 0.030303
932 20537 0.008264
932 24286 0.025000
932 25282 0.047619
932 25287 0.041667
932 25290 0.041667
932 25293 0.333333
932 25294 0.028571
932 25299 0.050000
932 25310 0.025000
932 25311 0.019231
932 25315 0.052632
932 25317 0.031250
932 25318 0.055556
932 25334 0.250000
932 25345 0.142857
932 25458 0.021277
932 26017 0.020408
932 27429 0.076923
932 27431 0.043478
932 27437 0.200000
932 27449 0.111111
932 27450 0.100000
932 27454 0.012987
932 27486 0.090909
932 27495 0.100000
932 27498 0.333333
932 27502 0.033333
932 27514 0.250000
932 27521 0.035714
932 27522 0.333333
932 33480 0.032258
932 35937 0.111111
932 35944 0.071429
932 35963 0.037037
932 35978 0.052632
932 35985 0.062500
932 36740 0.200000
932 36741 0.066667
932 36743 0.111111
932 36764 0.090909
932 36792 0.166667
932 38806 0.142857
932 54103 0.500000
932 54106 0.142857
932 54145 0.090909
932 61833 0.200000
932 61843 0.111111
932 65331 0.166667
932 68263 0.200000
934 921 0.200000
936 4813 0.111111
936 4891 0.015385
936 4895 0.027778
936 4902 0.125000
936 4925 0.047619
936 4932 0.125000
937 3736 0.071429
937 5833 0.017241
937 10439 0.025000
938 572 0.000613
938 683 0.000629
938 1335 0.000950
938 2853 0.003968
938 8711 0.002801
938 14676 0.062500
938 18601 0.250000
938 24286 0.025000
938 43715 0.500000
939 936 0.034483
941 3802 0.003774
942 806 0.007407
942 944 0.052632
942 946 0.055556
942 952 0.043478
943 806 0.007407
943 942 0.111111
943 944 0.052632
943 946 0.055556
943 947 0.125000
943 951 0.250000
943 952 0.043478
944 806 0.007407
944 942 0.111111
944 946 0.055556
944 947 0.125000
944 948 0.011905
944 949 0.033333
944 950 0.004292
944 952 0.043478
944 3995 0.029412
945 806 0.007407
945 942 0.111111
945 944 0.052632
945 946 0.055556
945 947 0.125000
945 948 0.011905
945 949 0.033333
945 950 0.004292
945 951 0.250000
945 952 0.043478
945 953 0.142857
945 3995 0.029412
946 806 0.007407
946 942 0.111111
946 944 0.052632
946 947 0.125000
946 952 0.043478
946 3995 0.029412
947 806 0.007407
947 944 0.052632
947 945 0.500000
947 946 0.055556
947 952 0.043478
947 3995 0.029412
947 12459 0.200000
947 43591 0.500000
947 43592 0.500000
947 43593 0.500000
947 78779 1.000000
947 78780 1.000000
948 806 0.007407
948 818 0.000586
948 949 0.033333
948 950 0.004292
948 1693 0.002538
948 3918 0.004367
948 3925 0.003472
948 3995 0.029412
948 4005 0.008547
948 4020 0.006369
949 806 0.007407
949 948 0.011905
949 950 0.004292
949 1693 0.002538
949 3925 0.003472
949 3944 0.010989
949 3953 0.009346
949 3955 0.015385
949 3973 0.008475
949 3974 0.016949
949 3985 0.009615
949 3995 0.029412
949 4003 0.009434
949 4005 0.008547
950 797 0.003425
950 818 0.000586
950 948 0.011905
950 949 0.033333
950 1693 0.002538
950 3981 0.005128
950 3995 0.029412
950 4075 0.002890
950 12395 0.250000
950 12414 0.166667
951 942 0.111111
951 944 0.052632
951 946 0.055556
951 947 0.125000
951 948 0.011905
951 949 0.033333
951 950 0.004292
951 952 0.043478
952 806 0.007407
952 942 0.111111
952 944 0.052632
952 946 0.055556
952 947 0.125000
952 3995 0.029412
953 818 0.000586
953 942 0.111111
953 943 0.500000
953 944 0.052632
953 946 0.055556
953 948 0.011905
953 949 0.033333
953 950 0.004292
953 951 0.250000
953 952 0.043478
953 1686 0.003623
953 3918 0.004367
953 3955 0.015385
953 3973 0.008475
953 3985 0.009615
953 3995 0.029412
953 3999 0.011111
953 4005 0.008547
954 501 0.000903
954 756 0.002933
954 902 0.001098
954 955 0.005952
954 956 0.008621
954 957 0.066667
954 958 0.083333
954 959 0.055556
954 960 0.041667
954 961 0.014706
954 962 0.041667
954 963 0.125000
954 964 0.041667
954 965 0.015385
954 966 0.111111
954 967 0.058824
954 968 0.008264
954 969 0.071429
954 970 0.050000
954 971 0.055556
954 972 0.009524
954 973 0.166667
954 974 0.250000
954 975 0.045455
954 976 0.010000
954 977 0.020000
954 978 0.009009
954 979 0.333333
954 981 0.066667
954 982 0.166667
954 983 0.166667
954 987 0.055556
954 988 0.100000
954 990 0.142857
954 991 0.500000
954 992 0.250000
954 997 0.250000
954 2403 0.004505
954 3341 0.000890
954 4776 0.008333
954 4777 0.019231
954 4778 0.010989
954 4779 0.023810
954 4781 0.014706
954 4782 0.018868
954 4783 0.062500
954 4784 0.006944
954 4785 0.009524
954 4786 0.010204
954 4788 0.010000
954 4790 0.006289
954 4794 0.033333
954 4795 0.032258
954 4796 0.016129
954 4797 0.027778
954 4798 0.007519
954 4799 0.011905
954 4800 0.024390
954 4801 0.006757
954 4802 0.004464
954 4804 0.025641
954 4805 0.011628
954 4806 0.043478
954 4808 0.055556
954 4809 0.034483
954 4810 0.018519
954 4812 0.008772
954 4816 0.043478
954 4817 0.027027
954 4818 0.050000
954 4820 0.037037
954 4821 0.083333
954 4822 0.006803
954 4824 0.035714
954 4825 0.013158
954 4830 0.021277
954 4835 0.005747
954 4836 0.032258
954 4837 0.111111
954 4838 0.045455
954 4839 0.005495
954 4840 0.004651
954 4842 0.200000
954 4847 0.052632
954 4848 0.009615
954 4851 0.005263
954 4853 0.040000
954 4855 0.008333
954 4858 0.013514
954 4862 0.034483
954 4864 0.007407
954 4867 0.003817
954 4868 0.034483
954 4875 0.034483
954 4876 0.023256
954 4879 0.047619
954 4881 0.038462
954 4887 0.026316
954 4891 0.015385
954 4894 0.033333
954 4895 0.027778
954 4896 0.012987
954 4900 0.030303
954 4912 0.006579
954 4918 0.071429
954 4938 0.142857
954 4952 0.047619
954 4968 0.333333
954 6581 0.004505
954 6906 0.001333
954 10969 0.006250
954 11059 0.002646
954 13439 0.005000
954 13463 0.018519
954 16961 0.007634
954 17529 0.005650
954 19212 0.023256
954 20127 0.024390
954 23714 0.021739
954 23717 0.025641
954 23718 0.076923
954 23719 0.111111
954 23720 0.033333
954 23721 0.025641
954 23726 0.250000
954 23729 0.066667
954 23731 0.009174
954 23732 0.062500
954 23734 0.009259
954 23737 0.020833
954 23738 0.125000
954 23739 0.047619
954 23745 0.033333
954 23746 0.023810
954 23748 0.009524
954 23749 0.027778
954 23750 0.041667
954 23752 0.027778
954 23753 0.034483
954 23756 0.071429
954 23757 0.032258
954 23761 0.050000
954 23762 0.090909
954 23763 0.015873
954 23767 0.142857
954 23770 0.043478
954 23778 0.050000
954 23780 0.010204
954 23785 0.166667
954 23787 0.142857
954 23790 0.037037
954 23794 0.055556
954 23795 0.125000
954 23804 0.166667
954 23805 0.090909
954 23813 0.071429
954 23815 0.100000
954 23816 0.166667
954 23817 0.038462
954 23818 0.250000
954 23824 0.066667
954 23825 0.333333
954 23826 0.083333
954 23827 0.083333
954 23828 0.200000
954 23833 0.055556
954 23836 0.015385
954 23841 0.083333
954 23857 0.500000
954 23862 0.111111
954 23869 0.125000
954 23885 0.250000
954 23890 0.333333
955 501 0.000903
955 730 0.003571
955 778 0.002066
955 954 0.008850
955 956 0.008621
955 957 0.066667
955 958 0.083333
955 959 0.055556
955 960 0.041667
955 961 0.014706
955 962 0.041667
955 963 0.125000
955 964 0.041667
955 965 0.015385
955 966 0.111111
955 967 0.058824
955 968 0.008264
955 969 0.071429
955 970 0.050000
955 971 0.055556
955 972 0.009524
955 973 0.166667
955 974 0.250000
955 975 0.045455
955 976 0.010000
955 977 0.020000
955 978 0.009009
955 982 0.166667
955 983 0.166667
955 985 0.500000
955 987 0.055556
955 988 0.100000
955 989 0.333333
955 990 0.142857
955 992 0.250000
955 994 0.500000
955 995 0.333333
955 998 0.500000
955 1599 0.003690
955 2239 0.000760
955 2767 0.008130
955 4776 0.008333
955 4777 0.019231
955 4784 0.006944
955 4786 0.010204
955 4788 0.010000
955 4790 0.006289
955 4798 0.007519
955 4801 0.006757
955 4802 0.004464
955 4822 0.006803
955 4827 0.007874
955 4835 0.005747
955 4851 0.005263
955 4855 0.008333
955 4858 0.013514
955 4864 0.007407
955 4867 0.003817
955 4912 0.006579
955 4919 0.002907
955 5039 0.002016
955 5210 0.002016
955 6575 0.017241
955 6581 0.004505
955 6615 0.100000
955 6618 0.058824
955 6650 0.012195
955 6651 0.029412
955 6655 0.010101
955 9085 0.001534
955 13437 0.015625
955 13468 0.012195
955 13476 0.017241
955 13483 0.007092
955 14875 0.007092
955 15017 0.003413
955 15414 0.019231
955 16274 0.002294
955 16490 0.027778
955 17343 0.011111
955 23717 0.025641
955 23721 0.025641
955 23725 0.111111
955 23731 0.009174
955 23734 0.009259
955 23737 0.020833
955 23745 0.033333
955 23748 0.009524
955 23752 0.027778
955 23755 0.038462
955 23761 0.050000
955 23763 0.015873
955 23780 0.010204
955 23785 0.166667
955 23786 0.250000
955 23788 0.040000
955 23803 0.083333
955 23815 0.100000
955 23816 0.166667
955 23826 0.083333
955 23835 0.076923
955 23836 0.015385
955 23839 0.111111
955 23841 0.083333
955 23855 0.111111
955 23867 0.142857
955 23869 0.125000
955 32723 0.034483
955 32806 0.076923
955 43011 0.037037
955 46716 0.023256
955 46808 0.021277
955 49952 0.029412
955 49961 0.007812
955 49965 0.011236
955 50004 0.011765
955 52207 0.023256
955 63422 0.017544
955 63425 0.029412
955 63426 0.071429
955 63427 0.045455
955 63428 0.037037
955 63432 0.030303
955 63434 0.024390
955 63439 0.066667
955 63440 0.058824
955 63442 0.052632
955 63443 0.050000
955 63448 0.142857
955 63450 0.033333
955 63451 0.062500
955 63459 0.333333
955 63463 0.058824
955 63464 0.040000
955 63470 0.040000
955 63474 0.024390
955 63482 0.035714
955 63484 0.041667
955 63486 0.055556
955 70877 0.041667
955 70881 0.022222
955 70882 0.029412
955 70884 0.100000
955 70888 0.100000
955 70889 0.333333
955 70890 0.200000
955 70891 0.200000
955 70893 0.125000
955 70898 0.250000
955 71559 0.041667
956 957 0.066667
956 959 0.055556
956 960 0.041667
956 961 0.014706
956 964 0.041667
956 965 0.015385
956 967 0.058824
956 968 0.008264
956 971 0.055556
956 975 0.045455
956 976 0.010000
956 978 0.009009
956 981 0.066667
956 1599 0.003690
956 4778 0.010989
956 4779 0.023810
956 4784 0.006944
956 4790 0.006289
956 4798 0.007519
956 4801 0.006757
956 4802 0.004464
956 4805 0.011628
956 4810 0.018519
956 4825 0.013158
956 4827 0.007874
956 4835 0.005747
956 4840 0.004651
956 4851 0.005263
956 4883 0.003367
956 4896 0.012987
956 4912 0.006579
956 6575 0.017241
956 6581 0.004505
956 10969 0.006250
956 19212 0.023256
956 23717 0.025641
956 23721 0.025641
956 23731 0.009174
956 23745 0.033333
956 23748 0.009524
956 23750 0.041667
956 23757 0.032258
956 23780 0.010204
956 23817 0.038462
956 49944 0.019231
956 49945 0.034483
956 49957 0.017544
956 49962 0.025000
956 49965 0.011236
956 49968 0.028571
956 49971 0.030303
956 49977 0.062500
956 49983 0.033333
956 49992 0.018868
956 49997 0.022727
956 49998 0.025000
956 50004 0.011765
956 50008 0.027027
956 50018 0.025000
956 50026 0.071429
956 50027 0.022222
957 954 0.008850
957 955 0.005952
957 956 0.008621
957 958 0.083333
957 959 0.055556
957 960 0.041667
957 961 0.014706
957 962 0.041667
957 964 0.041667
957 966 0.111111
957 967 0.058824
957 970 0.050000
957 971 0.055556
957 975 0.045455
957 978 0.009009
957 981 0.066667
957 986 0.250000
957 987 0.055556
958 954 0.008850
958 956 0.008621
958 957 0.066667
958 959 0.055556
958 960 0.041667
958 961 0.014706
958 962 0.041667
958 964 0.041667
958 965 0.015385
958 970 0.050000
958 975 0.045455
958 976 0.010000
958 978 0.009009
958 986 0.250000
958 987 0.055556
959 954 0.008850
959 955 0.005952
959 956 0.008621
959 957 0.066667
959 958 0.083333
959 960 0.041667
959 961 0.014706
959 964 0.041667
959 965 0.015385
959 966 0.111111
959 967 0.058824
959 968 0.008264
959 969 0.071429
959 970 0.050000
959 971 0.055556
959 973 0.166667
959 975 0.045455
959 976 0.010000
959 977 0.020000
959 978 0.009009
959 979 0.333333
959 981 0.066667
959 987 0.055556
959 988 0.100000
960 956 0.008621
960 957 0.066667
960 959 0.055556
960 961 0.014706
960 962 0.041667
960 963 0.125000
960 964 0.041667
960 965 0.015385
960 967 0.058824
960 968 0.008264
960 970 0.050000
960 971 0.055556
960 973 0.166667
960 975 0.045455
960 976 0.010000
960 978 0.009009
960 982 0.166667
960 987 0.055556
961 954 0.008850
961 956 0.008621
961 957 0.066667
961 960 0.041667
961 962 0.041667
961 963 0.125000
961 964 0.041667
961 967 0.058824
961 968 0.008264
961 975 0.045455
961 976 0.010000
961 978 0.009009
961 981 0.066667
961 987 0.055556
961 4776 0.008333
961 4800 0.024390
961 4802 0.004464
961 4805 0.011628
961 4810 0.018519
961 4817 0.027027
961 4835 0.005747
961 4836 0.032258
961 4849 0.033333
961 4872 0.090909
961 4883 0.003367
961 4896 0.012987
962 954 0.008850
962 955 0.005952
962 956 0.008621
962 957 0.066667
962 958 0.083333
962 959 0.055556
962 960 0.041667
962 961 0.014706
962 964 0.041667
962 965 0.015385
962 967 0.058824
962 968 0.008264
962 969 0.071429
962 970 0.050000
962 972 0.009524
962 975 0.045455
962 976 0.010000
962 978 0.009009
962 988 0.100000
963 954 0.008850
963 955 0.005952
963 956 0.008621
963 962 0.041667
963 965 0.015385
963 968 0.008264
963 969 0.071429
963 970 0.050000
963 978 0.009009
964 954 0.008850
964 955 0.005952
964 956 0.008621
964 957 0.066667
964 958 0.083333
964 959 0.055556
964 960 0.041667
964 961 0.014706
964 962 0.041667
964 963 0.125000
964 965 0.015385
964 967 0.058824
964 968 0.008264
964 969 0.071429
964 970 0.050000
